x,y,z,vx,vy,vz,ax,ay,az,yaw_rate,res_dx,res_dy,res_dz,res_dvx,res_dvy,res_dvz
4.758492946624755859e+00,-2.728147268295288086e+00,3.120535612106323242e+00,-6.990265846252441406e-01,-1.546987891197204590e-01,7.283701095730066299e-03,-1.429075314112592809e-01,5.694927408097250239e-03,-2.722281013264242322e+00,-6.630095305417869984e-23,-1.819467544555308791e-03,-8.444607257844793935e-04,4.989385334774887326e-03,1.475698024194782576e-04,2.496904102289726479e-03,5.199797974197037376e-02
4.742692947387695312e+00,-2.732085704803466797e+00,3.125670671463012695e+00,-7.017371654510498047e-01,-1.520879864692687988e-01,4.836060572415590286e-03,-1.215330205060162622e-01,7.781889600135440642e-03,-2.723422986089683029e+00,6.787633807360548771e-23,1.403474330902110268e-02,3.041759729385251632e-03,-9.672121144843615070e-05,2.430660410120299986e-03,-1.556377920026996708e-04,5.446845972179366335e-02
4.742692947387695312e+00,-2.732085704803466797e+00,3.125670671463012695e+00,-7.017371654510498047e-01,-1.520879864692687988e-01,4.836060572415590286e-03,-1.507238723597118801e-01,1.073463961881171262e-02,-2.723422986076355912e+00,1.106560209361576324e-23,-1.017570972442616295e-02,-2.369626760482912431e-03,7.012920817360157599e-03,-4.502213443097202727e-04,3.286379733601851871e-03,5.030077187517942999e-02
4.718482494354248047e+00,-2.737497091293334961e+00,3.132780313491821289e+00,-7.052018642425537109e-01,-1.485869139432907104e-01,6.683727260679006577e-04,-1.154508812297969228e-01,1.386551840390900375e-02,-2.722151523957863972e+00,4.985491566382040077e-23,1.410403728485132291e-02,2.971738278865654337e-03,-1.336745452151788527e-05,2.309017624595899321e-03,-2.773103680781818792e-04,5.444303047915727972e-02
4.718482494354248047e+00,-2.737497091293334961e+00,3.132780313491821289e+00,-7.052018642425537109e-01,-1.485869139432907104e-01,6.683727260679006577e-04,-1.511832045054853080e-01,1.772232377975726039e-02,-2.722151523941935825e+00,-1.483492252920676248e-23,-7.128567695617427091e-03,7.480084895927774369e-06,7.746918876655239927e-03,1.944700810385557865e-03,3.325499589353880792e-03,5.024096309247973874e-02
4.697249889373779297e+00,-2.740461349487304688e+00,3.140540599822998047e+00,-7.062808275222778320e-01,-1.449069678783416748e-01,-3.533694660291075706e-03,-1.267195595781072937e-01,1.772163569696594970e-02,-2.722034696145967381e+00,-6.485069328423951940e-23,1.412561655044530795e-02,2.898139357566886787e-03,7.067389320569716915e-05,2.534391191562179735e-03,-3.544327139393121939e-04,5.444069392291935039e-02
4.697249889373779297e+00,-2.740461349487304688e+00,3.140540599822998047e+00,-7.062808275222778320e-01,-1.449069678783416748e-01,-3.533694660291075706e-03,-1.536915604778758548e-01,2.080267065344975144e-02,-2.722034696131473641e+00,-1.146908409225110689e-22,-9.150235652923832674e-03,-5.434328317641679007e-04,6.545884083025033107e-03,1.557727465050673388e-03,2.666028262460484743e-03,4.996549034706306014e-02
4.673974037170410156e+00,-2.743902921676635742e+00,3.147015810012817383e+00,-7.077969312667846680e-01,-1.418248862028121948e-01,-8.008898235857486725e-03,-1.337325316793487595e-01,2.379496026082510499e-02,-2.718388319092704730e+00,-4.214364547149737373e-23,1.415593862533537362e-02,2.836497724056030734e-03,1.601779647173451337e-04,2.674650633586961312e-03,-4.758992052165122999e-04,5.436776638185409488e-02
4.673974037170410156e+00,-2.743902921676635742e+00,3.147015810012817383e+00,-7.077969312667846680e-01,-1.418248862028121948e-01,-8.008898235857486725e-03,-1.680320353296899105e-01,2.796009124923159311e-02,-2.718388319075729420e+00,2.509122939753160689e-23,-6.159708499908767010e-03,-3.811994194986567663e-04,5.535801667720274821e-03,2.191912831837949938e-03,1.655617367901707215e-03,5.061894156159214148e-02
4.653658390045166016e+00,-2.747120618820190430e+00,3.152391433715820312e+00,-7.089656591415405273e-01,-1.396100670099258423e-01,-1.175772305577993393e-02,-1.459246754783818933e-01,3.124677729613919638e-02,-2.715238175241912799e+00,9.398199722874632851e-23,1.417931318283116582e-02,2.792201340198641191e-03,2.351544611154388065e-04,2.918493509567632316e-03,-6.249355459227723397e-04,5.430476350483826042e-02
4.653658390045166016e+00,-2.747120618820190430e+00,3.152391433715820312e+00,-7.089656591415405273e-01,-1.396100670099258423e-01,-1.175772305577993393e-02,-1.762734307399288769e-01,3.512133704539565499e-02,-2.715238175227704609e+00,6.355213130088335477e-23,-1.092139482498133418e-02,-1.454987227916593184e-03,7.022454570978720056e-03,2.316388395529833666e-03,1.638143351293308569e-03,5.012728722511655688e-02
4.628557682037353516e+00,-2.751367807388305664e+00,3.159178733825683594e+00,-7.101747393608093262e-01,-1.372694969177246094e-01,-1.593519933521747589e-02,-1.506482909251640467e-01,4.054694274079352623e-02,-2.713296453958665921e+00,-1.159367205896061704e-22,1.420349478721583125e-02,2.745389938354492188e-03,3.187039867045271535e-04,3.012965818503299253e-03,-8.109388548158680265e-04,5.426592907917332509e-02
4.628557682037353516e+00,-2.751367807388305664e+00,3.159178733825683594e+00,-7.101747393608093262e-01,-1.372694969177246094e-01,-1.593519933521747589e-02,-1.795481704527294997e-01,4.442859636944797297e-02,-2.713296453946401510e+00,-9.547267703413512621e-23,-7.887893915176746873e-03,-1.023530960083007812e-03,5.004105903208433404e-03,2.053878829586852639e-03,9.730897452032150063e-04,5.087416402088740242e-02
4.606466293334960938e+00,-2.755136728286743164e+00,3.163864135742187500e+00,-7.117118239402770996e-01,-1.354078352451324463e-01,-1.932696439325809479e-02,-1.523302346054025980e-01,4.931496102623467159e-02,-2.710095596164785903e+00,-1.212031645813972736e-22,1.423423647880550647e-02,2.708156704902542344e-03,3.865392878652507136e-04,3.046604692108045853e-03,-9.862992205247056443e-04,5.420191192329570917e-02
