x,y,z,vx,vy,vz,ax,ay,az,yaw_rate,res_dx,res_dy,res_dz,res_dvx,res_dvy,res_dvz
-1.137911751866340637e-01,-1.391595005989074707e-01,2.990719079971313477e+00,1.964988261461257935e-01,-1.619151793420314789e-02,-6.502822507172822952e-03,-2.532004275063517995e-01,2.969752697258797869e-01,-2.416292872664003610e+00,0.000000000000000000e+00,1.090202615270391140e-01,-4.086032677441836514e-02,-4.666686942800701843e-03,-4.188131002954673110e-02,6.770550333339053761e-02,6.237278350465832316e-02
-8.409371366724371910e-04,-1.803436577320098877e-01,2.985922336578369141e+00,1.495535075664520264e-01,5.745349079370498657e-02,7.544103544205427170e-03,-2.973425288458646509e-01,8.101942923134610730e-01,-2.458299036133829052e+00,2.971424121396180827e-23,5.261751660611480724e-02,-1.149275556206702520e-02,1.934803659096484552e-03,-2.107156237073742888e-02,7.015073723661807703e-03,6.213347084812409493e-02
5.476764962077140808e-02,-1.906873434782028198e-01,2.988008022308349609e+00,1.225350946187973022e-01,8.067245036363601685e-02,2.051159366965293884e-02,-2.590499551633539954e-01,1.067642912521487686e+00,-2.509897253991755672e+00,-1.542607106137260671e-23,4.779748514294624578e-02,-2.726133614778525338e-03,-5.454930588602913133e-03,-2.376188391141187406e-02,5.143529767701493505e-03,4.258353366616552532e-02
1.050158366560935974e-01,-1.918000280857086182e-01,2.982963323593139648e+00,9.359221160411834717e-02,1.071688383817672729e-01,1.289718225598335266e-02,-1.910827824518219475e-01,1.264415206987442586e+00,-2.472080937601987216e+00,2.024840079764144135e-23,-1.871844232082364723e-03,-2.143376767635346569e-03,-2.579436451197736346e-04,3.821655649036442837e-03,-2.528830413974886282e-02,4.944161875203974266e-02
1.050158366560935974e-01,-1.918000280857086182e-01,2.982963323593139648e+00,9.359221160411834717e-02,1.071688383817672729e-01,1.289718225598335266e-02,-3.229318971477190131e-02,1.545039055249471271e+00,-2.472080937757305641e+00,1.443888053629877354e-23,7.981600105762481911e-02,-2.414711683988571278e-02,2.208521507680405449e-02,-6.766464098492419588e-02,1.870214467244588064e-02,1.528084966388188193e-01
3.996853530406951904e-01,3.593523204326629639e-01,3.105231046676635742e+00,1.775019466876983643e-01,1.885609507560729980e+00,-2.401539087295532227e-01,1.745450149813880247e-01,-1.031537165792265398e+00,-1.813170971577442447e+00,-1.023128805086034139e-23,1.632492381334305076e-01,3.200564348697662043e-01,-9.342370748519890356e-02,2.520175821565795449e-01,6.280010006934697575e-01,-3.616337644635622128e-01
5.664846301078796387e-01,7.171209454536437988e-01,3.007004261016845703e+00,4.330104291439056396e-01,2.492979764938354492e+00,-6.380510926246643066e-01,-5.899887058703146003e-01,-2.291387873507003015e+00,-4.272159492761251065e-01,1.159294477824514494e-23,2.951910382509231878e-01,4.836538910865784135e-01,-8.965930819511402916e-02,5.060793077420553399e-01,7.717326990289778976e-01,3.338533571477539930e-01
