x,y,z,vx,vy,vz,ax,ay,az,yaw_rate,res_dx,res_dy,res_dz,res_dvx,res_dvy,res_dvz
-6.939381361007690430e-03,-6.018096953630447388e-02,2.982023000717163086e+00,5.198699608445167542e-02,5.591037496924400330e-02,2.392690069973468781e-02,-1.219973736516676843e-01,-3.063204896191123322e-02,-2.511284654304719588e+00,0.000000000000000000e+00,-1.039739921689033716e-03,-1.118207499384876735e-03,-4.785380139948891554e-04,2.439947473033353409e-03,6.126409792382228603e-04,5.022569308609439037e-02
-6.939381361007690430e-03,-6.018096953630447388e-02,2.982023000717163086e+00,5.198699608445167542e-02,5.591037496924400330e-02,2.392690069973468781e-02,-1.182761600690250964e-01,-2.884305517526175935e-02,-2.511284650897808834e+00,-1.677737524255135167e-23,1.909708488732576176e-02,-6.064271181821789813e-04,1.549240734428147803e-02,-1.214532929505574010e-03,-7.513278224762845459e-04,4.916427585553781454e-02
1.319744344800710678e-02,-5.966918915510177612e-02,2.997993946075439453e+00,4.840693995356559753e-02,5.458218604326248169e-02,2.286548353731632233e-02,-1.508065734355825971e-01,-2.465091312692988673e-02,-2.538830028800160843e+00,-1.433008849507122071e-23,-9.681387990713111874e-04,-1.091643720865252687e-03,-4.573096707463086830e-04,3.016131468711651109e-03,4.930182625385998163e-04,5.077660057600321547e-02
1.319744344800710678e-02,-5.966918915510177612e-02,2.997993946075439453e+00,4.840693995356559753e-02,5.458218604326248169e-02,2.286548353731632233e-02,-1.439368490670210610e-01,-2.134978937466236112e-02,-2.538830028809324624e+00,-3.687866032555186602e-23,9.244996942579747010e-03,-5.977183133363726808e-03,1.211545567959548819e-02,-4.480410090497960462e-03,-3.934991326459386096e-03,4.389069948270352128e-02
2.341057918965816498e-02,-6.455472856760025024e-02,3.010566711425781250e+00,4.104779288172721863e-02,5.022019892930984497e-02,1.597958244383335114e-02,-1.394777466527179766e-01,-3.966888094124191959e-03,-2.538355239662292373e+00,-4.901247991389116548e-23,-8.209558576345449277e-04,-1.004403978586199120e-03,-3.195916488767380770e-04,2.789554933054362584e-03,7.933776188248642391e-05,5.076710479324585135e-02
2.341057918965816498e-02,-6.455472856760025024e-02,3.010566711425781250e+00,4.104779288172721863e-02,5.022019892930984497e-02,1.597958244383335114e-02,-1.288620167061045318e-01,1.130291303463935903e-03,-2.538355239665909036e+00,-4.548480476638942198e-23,6.755861788988112848e-03,-6.180747002363207177e-03,9.648689143359590048e-03,-9.024736716182320262e-03,-4.141778518368166573e-03,6.935188332570400849e-02
3.098739683628082275e-02,-6.973107159137725830e-02,3.020534992218017578e+00,2.944581583142280579e-02,4.610102623701095581e-02,3.456436097621917725e-02,-1.010173927824396245e-01,2.126556608432419310e-02,-2.626040660444156849e+00,-4.094142175395457888e-23,-5.889163166284544504e-04,-9.220205247402191162e-04,-6.912872195243835449e-04,2.020347855648793600e-03,-4.253113216864806700e-04,5.252081320888313948e-02
3.098739683628082275e-02,-6.973107159137725830e-02,3.020534992218017578e+00,2.944581583142280579e-02,4.610102623701095581e-02,3.456436097621917725e-02,-8.565341111802274310e-02,2.863340853225497182e-02,-2.626040660447845010e+00,2.911593697433632438e-23,1.035098351538181471e-02,-6.733741611242294312e-03,8.884795010089874268e-03,-1.065669674639240644e-02,-5.840742742731434844e-03,7.738049493445892102e-02
4.192729666829109192e-02,-7.554279267787933350e-02,3.030111074447631836e+00,1.707605086266994476e-02,4.083295166492462158e-02,5.942404270172119141e-02,-6.285305361972443050e-02,5.186607789499397131e-02,-2.735935970379735682e+00,5.991109891574306445e-24,-3.415210172533975075e-04,-8.166590332984863254e-04,-1.188480854034335010e-03,1.257061072394489998e-03,-1.037321557899879843e-03,5.471871940759471392e-02
4.192729666829109192e-02,-7.554279267787933350e-02,3.030111074447631836e+00,1.707605086266994476e-02,4.083295166492462158e-02,5.942404270172119141e-02,-4.117926198732904663e-02,6.224376943747275681e-02,-2.735935970427110231e+00,-1.197523090460824306e-23,1.200605053454637666e-02,1.973151266574865725e-03,4.546439647674649365e-03,-1.336516540726183713e-02,-2.898125695594166995e-03,5.776153652432589741e-02
5.427486822009086609e-02,-7.275298237800598145e-02,3.035845994949340820e+00,2.887300215661525726e-03,3.917970135807991028e-02,6.246685981750488281e-02,-1.071794528078575878e-02,7.237196544077022231e-02,-2.758367305557855698e+00,-3.499256316042589950e-24,-5.774600431322773897e-05,-7.835940271616048669e-04,-1.249337196350008838e-03,2.143589056157152277e-04,-1.447439308815405556e-03,5.516734611115711728e-02
5.427486822009086609e-02,-7.275298237800598145e-02,3.035845994949340820e+00,2.887300215661525726e-03,3.917970135807991028e-02,6.246685981750488281e-02,1.143789704308063697e-02,8.295939004226328406e-02,-2.758367305470871056e+00,4.216526164955645314e-23,1.468407334759831706e-02,8.357135877013199821e-03,2.030274868011483491e-02,-8.946989633771806547e-03,1.399852954188228471e-03,4.205001037266586916e-02
6.901668757200241089e-02,-6.361225247383117676e-02,3.057398080825805664e+00,-5.830931477248668671e-03,4.223874211311340332e-02,4.934952408075332642e-02,2.637864159393850036e-02,7.985009849458432618e-02,-2.752742358239559817e+00,1.643137280953427005e-23,1.166186295449705979e-04,-8.447748422622664011e-04,-9.869904816151020555e-04,-5.275728318787703194e-04,-1.597001969891688467e-03,5.505484716479119855e-02
6.901668757200241089e-02,-6.361225247383117676e-02,3.057398080825805664e+00,-5.830931477248668671e-03,4.223874211311340332e-02,4.934952408075332642e-02,5.018723965362667516e-02,9.120156071687061938e-02,-2.752742358327809225e+00,3.641566924292774408e-23,1.057150429114699086e-02,8.046815097332002398e-03,1.776558443903919482e-02,-5.798142184451413397e-03,3.284809549231465509e-03,3.846231104494935576e-02
7.947157323360443115e-02,-5.472066253423690796e-02,3.076150655746459961e+00,-1.062532886862754822e-02,4.734758287668228149e-02,3.275698795914649963e-02,6.616474018125492740e-02,8.542511411238289110e-02,-2.728879727856750925e+00,2.740629082961073755e-23,2.125065773725537399e-04,-9.469516575336470177e-04,-6.551397591829655198e-04,-1.323294803625097923e-03,-1.708502282247656434e-03,5.457759455713501878e-02
7.947157323360443115e-02,-5.472066253423690796e-02,3.076150655746459961e+00,-1.062532886862754822e-02,4.734758287668228149e-02,3.275698795914649963e-02,9.780006419871740964e-02,1.004694463861375286e-01,-2.728879727818683598e+00,-3.968212517913405072e-23,7.522725686430933867e-03,8.100049942731855912e-03,1.327184312045570636e-02,-2.509192923457323129e-03,6.316418822502313513e-03,3.536397584573658381e-02
8.678179234266281128e-02,-4.567366093397140503e-02,3.090077638626098633e+00,-1.117852050811052322e-02,5.567339062690734863e-02,1.354336924850940704e-02,1.139701058972784620e-01,9.077989579793507846e-02,-2.685920038620957850e+00,-8.905053191244503093e-24,2.235704101622160156e-04,-1.113467812538147805e-03,-2.708673849700637959e-04,-2.279402117945569795e-03,-1.815597915958699904e-03,5.371840077241915590e-02
8.678179234266281128e-02,-4.567366093397140503e-02,3.090077638626098633e+00,-1.117852050811052322e-02,5.567339062690734863e-02,1.354336924850940704e-02,1.500284533091253425e-01,1.078748954278224148e-01,-2.685920038603346160e+00,-3.906993562837042668e-23,4.489325825124984570e-03,6.425092965364455344e-03,4.229998551309233079e-03,2.923659978284703573e-03,8.204344902551188867e-03,4.012071821709363439e-02
