x,y,z,vx,vy,vz,ax,ay,az,yaw_rate,res_dx,res_dy,res_dz,res_dvx,res_dvy,res_dvz
-2.310999669134616852e-02,-1.605863422155380249e-01,2.946749448776245117e+00,7.494707405567169189e-02,1.161628365516662598e-01,3.639426454901695251e-02,-1.449025526971949029e-01,2.471742092788990330e-03,-2.486997022256238310e+00,0.000000000000000000e+00,-1.498941481113433977e-03,-2.323256731033312983e-03,-7.278852909804456317e-04,2.898051053943903610e-03,-4.943484185578050916e-05,4.973994044512476675e-02
-2.310999669134616852e-02,-1.605863422155380249e-01,2.946749448776245117e+00,7.494707405567169189e-02,1.161628365516662598e-01,3.639426454901695251e-02,-1.335827047461302652e-01,2.197012542821255299e-01,-2.486997022808935753e+00,-3.368378296178983508e-23,1.706809442490339265e-02,1.768979251384736329e-02,-9.671443030238258132e-03,-1.229772088958018539e-02,1.014725816421252480e-02,6.891797705653004980e-02
-4.542960785329341888e-03,-1.405732929706573486e-01,2.937805891036987305e+00,5.997769907116889954e-02,1.307041198015213013e-01,5.557230114936828613e-02,-1.281341190831362109e-01,2.543560587415317209e-01,-2.539634392050547529e+00,2.000900048853403657e-23,-1.199553981423378234e-03,-2.614082396030420474e-03,-1.111446022987294668e-03,2.562682381662725883e-03,-5.087121174830622206e-03,5.079268784101095141e-02
-4.542960785329341888e-03,-1.405732929706573486e-01,2.937805891036987305e+00,5.997769907116889954e-02,1.307041198015213013e-01,5.557230114936828613e-02,-1.158355127075709756e-01,3.401523591021935466e-01,-2.539634392005513330e+00,-1.307920774096841245e-23,1.251239676028489956e-02,1.047746688127518255e-02,-5.178628563880849356e-03,-5.328896740477484517e-03,-4.032831909140416338e-03,5.979637176478525690e-02
9.168989956378936768e-03,-1.274817436933517456e-01,2.933738708496093750e+00,5.233209207653999329e-02,1.334743350744247437e-01,6.457598507404327393e-02,-1.115480262215450685e-01,4.108134123717497310e-01,-2.564605590248760780e+00,-3.092465855037249997e-23,-1.046641841530800837e-03,-2.669486701488490987e-03,-1.291519701480670079e-03,2.230960524430898595e-03,-8.216268247434987959e-03,5.129211180497521977e-02
9.168989956378936768e-03,-1.274817436933517456e-01,2.933738708496093750e+00,5.233209207653999329e-02,1.334743350744247437e-01,6.457598507404327393e-02,-9.374230598872343445e-02,4.946380415891245552e-01,-2.564605590209120045e+00,-3.518568312272282440e-23,2.201376937329769037e-02,5.362671315670017314e-03,1.127027839422245492e-02,-5.601289968596809277e-03,-7.797359544703619250e-03,8.361115091055142112e-02
3.222940117120742798e-02,-1.194495856761932373e-01,2.946300506591796875e+00,4.485595598816871643e-02,1.355697363615036011e-01,9.689502418041229248e-02,-1.036271364406243650e-01,5.792970179799975528e-01,-2.707696995607080215e+00,-1.212097912858173822e-23,-8.971191197633746062e-04,-2.711394727230073687e-03,-1.937900483608423485e-03,2.072542728812486190e-03,-1.158594035959994994e-02,5.415393991214160346e-02
3.222940117120742798e-02,-1.194495856761932373e-01,2.946300506591796875e+00,4.485595598816871643e-02,1.355697363615036011e-01,9.689502418041229248e-02,-7.970883139403688034e-02,6.631724045568521131e-01,-2.707696995585979760e+00,-3.087381230853037718e-23,1.531459175050258609e-02,7.691217660903928999e-03,2.123662382364255308e-02,-1.042467158269246019e-02,1.147371628702914537e-02,8.036105913817528923e-02
4.844111204147338867e-02,-1.090469732880592346e-01,2.969475030899047852e+00,3.283710777759552002e-02,1.603069007396697998e-01,1.231021434068679810e-01,-5.439879131581551452e-02,7.052634994671711510e-01,-2.849290711512304064e+00,1.009864826328263624e-24,9.370409399271008299e-03,3.631066083908077169e-03,1.286541074514380156e-02,-6.324141148275896906e-03,1.384786299767898354e-02,5.678588535050822783e-02
5.846826359629631042e-02,-1.022097691893577576e-01,2.984802484512329102e+00,2.542499080300331116e-02,1.882600337266921997e-01,1.229022145271301270e-01,-2.465232041040594721e-02,7.412394200022415225e-01,-2.878724812469073857e+00,2.001542546900246022e-23,-5.084998160600692763e-04,-3.765200674533841774e-03,-2.458044290542638066e-03,4.930464082081205401e-04,-1.482478840004483600e-02,5.757449624938147659e-02
5.846826359629631042e-02,-1.022097691893577576e-01,2.984802484512329102e+00,2.542499080300331116e-02,1.882600337266921997e-01,1.229022145271301270e-01,7.174083024620823111e-03,8.212565440475575462e-01,-2.878724812355644147e+00,1.698957695524808095e-23,1.311910755932330780e-02,1.836963981389999612e-02,2.191977858543392443e-02,-1.268070122212886300e-02,6.185679324758125430e-02,2.707304862910522858e-02
7.209587097167968750e-02,-8.007492870092391968e-02,3.009180307388305664e+00,1.288777124136686325e-02,2.665419578552246094e-01,9.240076690912246704e-02,4.710038431649579693e-02,7.477253205473499698e-01,-2.814992096108923647e+00,-1.843678487366734622e-24,-2.577554248273383752e-04,-5.330839157104486081e-03,-1.848015338182573686e-03,-9.420076863299164244e-04,-1.495450641094697719e-02,5.629984192217847572e-02
7.209587097167968750e-02,-8.007492870092391968e-02,3.009180307388305664e+00,1.288777124136686325e-02,2.665419578552246094e-01,9.240076690912246704e-02,9.551759819678520835e-02,8.496053207551891306e-01,-2.814992098228298989e+00,-2.860495345677042259e-24,2.127437034621834644e-02,4.100732043385506287e-02,7.890429943799848189e-03,-6.003539825080247624e-03,1.181423223244439380e-01,-1.123187130368484554e-03
9.362799674272537231e-02,-3.373676910996437073e-02,3.018918752670288086e+00,8.794583380222320557e-03,4.016763865947723389e-01,3.497773781418800354e-02,1.035888761710446471e-01,6.520652342801050994e-01,-2.623847186035439982e+00,2.192677063037318116e-23,-1.758916676044414151e-04,-8.033527731895445667e-03,-6.995547562835824351e-04,-2.071777523420893774e-03,-1.304130468560210643e-02,5.247694372070880325e-02
9.362799674272537231e-02,-3.373676910996437073e-02,3.018918752670288086e+00,8.794583380222320557e-03,4.016763865947723389e-01,3.497773781418800354e-02,1.606523895689752623e-01,7.535630840681777354e-01,-2.623847185380474567e+00,1.973187183436174965e-23,3.479565098881721996e-02,6.952112287282943837e-02,-1.369956620037537931e-02,1.406229865167755479e-02,1.547189764606499707e-01,1.842245698632107714e-02
1.285995393991470337e-01,4.381788149476051331e-02,3.005918741226196289e+00,2.606992982327938080e-02,5.714666247367858887e-01,9.232510928995907307e-04,8.883481565373949063e-02,4.602687303586394663e-01,-2.473537258545157158e+00,2.394461314723889266e-23,-5.213985964655776240e-04,-1.142933249473571805e-02,-1.846502185820497743e-05,-1.776696313074789535e-03,-9.205374607172744916e-03,4.947074517090314233e-02
1.285995393991470337e-01,4.381788149476051331e-02,3.005918741226196289e+00,2.606992982327938080e-02,5.714666247367858887e-01,9.232510928995907307e-04,1.504806075044959057e-01,5.547999004421528824e-01,-2.473537258075037659e+00,-9.341675687902262751e-24,4.103022117167712257e-02,8.974589750170708369e-02,-4.267799357185353415e-03,3.273793641517859510e-02,1.574399497908395285e-01,7.217357198879960356e-02
1.701511591672897339e-01,1.449931114912033081e-01,3.001669406890869141e+00,6.181747838854789734e-02,7.400025725364685059e-01,2.362607792019844055e-02,1.962658343878292966e-02,2.330514733238696345e-01,-2.548322959965734658e+00,1.586056294143314360e-23,-1.236349567770966829e-03,-1.480005145072937900e-02,-4.725215584038267025e-04,-3.925316687756613687e-04,-4.661029466477395466e-03,5.096645919931469537e-02
1.701511591672897339e-01,1.449931114912033081e-01,3.001669406890869141e+00,6.181747838854789734e-02,7.400025725364685059e-01,2.362607792019844055e-02,9.193124256173282327e-02,3.301873281922032000e-01,-2.548322959928301046e+00,-6.544972857230934951e-24,5.638499535620211667e-02,1.207083517313003451e-01,-1.932358518242693890e-03,5.373899228738952816e-02,1.441615532332140015e-01,1.060585294502692788e-01
