x,y,z,vx,vy,vz,ax,ay,az,yaw_rate,res_dx,res_dy,res_dz,res_dvx,res_dvy,res_dvz
-1.826535537838935852e-02,1.105666905641555786e-02,3.007024288177490234e+00,3.673233091831207275e-02,-6.190677639096975327e-03,-4.084362462162971497e-02,-4.979505142440049381e-02,-3.699512615144289526e-03,-2.355517127545288858e+00,0.000000000000000000e+00,1.437251591123640468e-02,-1.991665196605026805e-02,7.394364252686358441e-03,-1.740750988307204761e-02,-1.139586611793756352e-02,7.321860095474345964e-02
-3.158192848786711693e-03,-8.983796462416648865e-03,3.013601779937744141e+00,1.832892000675201416e-02,-1.766053400933742523e-02,-1.473536621779203415e-02,-8.976673755193185014e-03,5.207395284920063316e-02,-2.464083734800947223e+00,-6.642274261424273945e-22,-3.665784001350403352e-04,3.532106801867485740e-04,2.947073243557696287e-04,1.795334751038650534e-04,-1.041479056984012663e-03,4.928167469601894835e-02
-3.158192848786711693e-03,-8.983796462416648865e-03,3.013601779937744141e+00,1.832892000675201416e-02,-1.766053400933742523e-02,-1.473536621779203415e-02,2.174700511156341456e-02,6.680375931568108272e-02,-2.464083735534299713e+00,-4.701825599041090355e-23,-8.813123973086476812e-03,-7.153543829917907021e-04,-3.127832151950116213e-04,-7.619728686940434315e-03,4.129828133104807009e-03,5.625778557139136937e-02
-1.160473842173814774e-02,-1.005236152559518814e-02,3.012994289398193359e+00,1.114413142204284668e-02,-1.219463068991899490e-02,-7.759255357086658478e-03,1.011894855955646072e-01,7.784569969429708247e-02,-2.488438067841659773e+00,-2.336932984999653281e-23,-2.228826284408572805e-04,2.438926137983792042e-04,1.551851071415200067e-04,-2.023789711911291866e-03,-1.556913993885942343e-03,4.976876135683319657e-02
-1.160473842173814774e-02,-1.005236152559518814e-02,3.012994289398193359e+00,1.114413142204284668e-02,-1.219463068991899490e-02,-7.759255357086658478e-03,1.341084662919113102e-01,9.357603904984912457e-02,-2.488438067794795483e+00,-1.644431984175706993e-23,1.526387408375736582e-04,-6.087013799697161415e-03,-1.093151723966023781e-02,-2.203588731775420889e-03,-3.065738240644374363e-04,4.654288626881352559e-02
-1.122921705245971680e-02,-1.638326793909072876e-02,3.001907587051391602e+00,1.162271201610565186e-02,-1.062968373298645020e-02,-1.098513044416904449e-02,1.611551423907624792e-01,1.118809644438565065e-01,-2.454803315953117071e+00,4.330543688629344224e-23,-2.324542403221128983e-04,2.125936746597278937e-04,2.197026088834874713e-04,-3.223102847815250555e-03,-2.237619288877130269e-03,4.909606631906233976e-02
-1.122921705245971680e-02,-1.638326793909072876e-02,3.001907587051391602e+00,1.162271201610565186e-02,-1.062968373298645020e-02,-1.098513044416904449e-02,2.151713224737404617e-01,1.376062744415110506e-01,-2.454803315684405796e+00,1.339019521423886595e-23,2.483260966837406297e-03,-3.192981034517289318e-03,-5.345463864505184404e-03,-1.796192457255839370e-03,7.048656770461680932e-04,5.695872641623433291e-02
-8.513501845300197601e-03,-1.978884264826774597e-02,2.996342420578002930e+00,1.412994600832462311e-02,-7.172692567110061646e-03,-3.122470341622829437e-03,2.319671786318263373e-01,1.495361861051511532e-01,-2.472647303787510520e+00,-4.474229822134317893e-23,-2.825989201664918377e-04,1.434538513421998451e-04,6.244940683242106161e-05,-4.639343572636525637e-03,-2.990723722103023029e-03,4.945294607575020929e-02
-8.513501845300197601e-03,-1.978884264826774597e-02,2.996342420578002930e+00,1.412994600832462311e-02,-7.172692567110061646e-03,-3.122470341622829437e-03,2.652499005284216782e-01,1.653328915599549809e-01,-2.472647303713983113e+00,-1.399712183666236799e-23,7.205090671777731465e-04,2.765528857707963417e-04,-1.785494523122910238e-02,-5.416996069423966886e-03,2.386617650263378899e-03,6.711923938241851073e-02
-7.510393857955932617e-03,-1.965574361383914948e-02,2.978425025939941406e+00,1.401794794946908951e-02,-1.479417085647583008e-03,1.454382296651601791e-02,3.110123916714033765e-01,1.778382903495727696e-01,-2.502086296305340962e+00,-1.655904267449508883e-23,-2.803589589893814779e-04,2.958834171295013360e-05,-2.908764593301249590e-04,-6.220247833428067807e-03,-3.556765806991455357e-03,5.004172592610681841e-02
-7.510393857955932617e-03,-1.965574361383914948e-02,2.978425025939941406e+00,1.401794794946908951e-02,-1.479417085647583008e-03,1.454382296651601791e-02,3.682584720182008886e-01,2.048890057287410527e-01,-2.502086296228073881e+00,-4.011975384852947548e-23,2.657378651201728129e-04,-2.364938855171205140e-03,-1.351452453061918746e-02,3.251040848935470712e-03,5.523161129490940062e-03,9.879865410769984868e-02
-6.964297033846378326e-03,-2.205027081072330475e-02,2.965201377868652344e+00,2.463415823876857758e-02,8.141524158418178558e-03,6.330075114965438843e-02,3.792023157453411897e-01,2.097458132676885134e-01,-2.654632368016485167e+00,3.736669512579013044e-23,-4.926831647753711352e-04,-1.628304831683621834e-04,-1.266015022993283168e-03,-7.584046314906826847e-03,-4.194916265353770130e-03,5.309264736032970333e-02
-6.964297033846378326e-03,-2.205027081072330475e-02,2.965201377868652344e+00,2.463415823876857758e-02,8.141524158418178558e-03,6.330075114965438843e-02,4.052765929902699682e-01,2.220182679511992219e-01,-2.654632368013567945e+00,-2.522914011942717732e-23,2.932362006977200924e-03,3.308111894875766235e-03,9.964659810046683219e-05,8.454603549430554643e-03,6.777531467541279830e-03,7.922193037123098636e-02
-3.539251862093806267e-03,-1.857932843267917633e-02,2.966567039489746094e+00,4.119429364800453186e-02,1.935942098498344421e-02,8.943003416061401367e-02,3.873595272396446743e-01,2.144359663232344726e-01,-2.753018450696610220e+00,-1.272042579522054520e-23,2.130077073816210274e-03,2.134166285395623641e-03,4.048502445219703816e-04,7.155818393042800984e-03,4.649341746957743465e-03,6.112932139554307781e-02
-5.852889153175055981e-04,-1.605797372758388519e-02,2.968760490417480469e+00,5.609730258584022522e-02,2.829748205840587616e-02,9.549898654222488403e-02,3.749471283638859398e-01,2.118980383629480990e-01,-2.779562926369235853e+00,3.440496224218103308e-23,-1.121946051716804634e-03,-5.659496411681182171e-04,-1.909979730844391099e-03,-7.498942567277719351e-03,-4.237960767258963646e-03,5.559125852738471679e-02
-5.852889153175055981e-04,-1.605797372758388519e-02,2.968760490417480469e+00,5.609730258584022522e-02,2.829748205840587616e-02,9.549898654222488403e-02,4.176616537135061091e-01,2.319020915158635510e-01,-2.779562926234034670e+00,-3.976173709207078611e-24,7.180920138489454638e-03,2.886250801384448311e-03,9.899369329214202651e-03,2.912664067236341026e-02,1.508828113351654010e-02,4.984727066638525161e-02
7.717577274888753891e-03,-1.260577328503131866e-02,2.980569839477539062e+00,9.357717633247375488e-02,4.802380502223968506e-02,8.975499868392944336e-02,3.450424470858310944e-01,2.150436678217297892e-01,-2.781767887252884375e+00,-3.351414300425053656e-23,-1.871543526649475583e-03,-9.604761004447931461e-04,-1.795099973678659921e-03,-6.900848941716622442e-03,-4.300873356434593842e-03,5.563535774505768555e-02
7.717577274888753891e-03,-1.260577328503131866e-02,2.980569839477539062e+00,9.357717633247375488e-02,4.802380502223968506e-02,8.975499868392944336e-02,3.917455367038247815e-01,2.368168553429647050e-01,-2.781767887127695627e+00,2.184462676311734295e-23,1.039012515917420339e-02,4.096763581037526913e-04,7.175875902175832266e-03,3.726093532286167687e-02,1.650520857032576616e-02,3.512882674241658149e-02
