x,y,z,vx,vy,vz,ax,ay,az,yaw_rate,res_dx,res_dy,res_dz,res_dvx,res_dvy,res_dvz
5.344834804534912109e+00,3.049672126770019531e+00,3.082412004470825195e+00,2.984102070331573486e-01,-7.553620934486389160e-01,1.151250954717397690e-02,5.327677727075342921e-03,5.082995477030907705e-02,-2.662738294891991764e+00,-1.398622590789032718e-23,-5.968204140662791701e-03,1.510724186897283161e-02,-2.302501909436927008e-04,-1.065535545415330354e-04,-1.016599095406189868e-03,5.325476589783983972e-02
5.344834804534912109e+00,3.049672126770019531e+00,3.082412004470825195e+00,2.984102070331573486e-01,-7.553620934486389160e-01,1.151250954717397690e-02,3.435986520556987001e-02,8.953509636271466191e-03,-2.662738295051876758e+00,5.520516278421151630e-24,3.460348546505009892e-02,-5.977955698966974651e-02,-3.842053245753263013e-03,-1.163555727038945165e-02,-2.529638964087754793e-03,4.251627266665273380e-02
5.385406494140625000e+00,2.974785327911376953e+00,3.078800201416015625e+00,2.874618470668792725e-01,-7.577126622200012207e-01,7.740163127891719341e-04,-2.379243241302537917e-03,5.439501241419870264e-02,-2.616300170790345270e+00,-2.022142946424768840e-23,2.350519955158247853e-02,-3.343402266502382147e-02,-4.108173655113400713e-03,-2.441981938152482101e-03,-3.293715388723583715e-04,5.108964432177016263e-02
5.414660930633544922e+00,2.926197052001953125e+00,3.074707508087158203e+00,2.849722802639007568e-01,-7.569541335105895996e-01,-4.623427812475711107e-04,-3.314815344975441391e-02,6.080022884223779817e-02,-2.603717085205081272e+00,-4.219360802649553535e-23,-5.699445605277908555e-03,1.513908267021157883e-02,9.246855624756022962e-06,6.629630689951038214e-04,-1.216004576844786911e-03,5.207434170410162738e-02
5.414660930633544922e+00,2.926197052001953125e+00,3.074707508087158203e+00,2.849722802639007568e-01,-7.569541335105895996e-01,-4.623427812475711107e-04,-4.871688870539909143e-03,1.702040741872452856e-02,-2.603717085427045941e+00,-5.376236725145702380e-20,4.279966175556193519e-02,-6.460930943489096023e-02,-7.553867310635009602e-03,1.557062120992935839e-03,3.462248979005932981e-03,5.802122310826368645e-02
5.463160037994384766e+00,2.846448659896850586e+00,3.067144393920898438e+00,2.864319086074829102e-01,-7.531514763832092285e-01,5.484538618475198746e-03,-9.400364558047039076e-02,5.530051184056569008e-02,-2.610612340092487216e+00,-4.559662275834801015e-20,-5.728638172149302932e-03,1.506302952766436221e-02,-1.096907723696638470e-04,1.880072911609409481e-03,-1.106010236811338920e-03,5.221224680184974321e-02
5.463160037994384766e+00,2.846448659896850586e+00,3.067144393920898438e+00,2.864319086074829102e-01,-7.531514763832092285e-01,5.484538618475198746e-03,-6.353947903650734863e-02,5.662807578238932167e-03,-2.610612339824005090e+00,-3.426044529143883452e-23,4.633673429489171269e-02,-6.747533679008466123e-02,-9.464282141998570097e-03,5.016494470027610397e-03,8.908979718796561365e-03,6.282860470040765866e-02
5.515225410461425781e+00,2.763910293579101562e+00,3.057789802551269531e+00,2.901776134967803955e-01,-7.441292405128479004e-01,1.610089652240276337e-02,-1.717790258931597702e-01,4.336988741065424258e-02,-2.631083664479002771e+00,9.093185733626242338e-24,-5.803552269935785546e-03,1.488258481025717117e-02,-3.220179304479486859e-04,3.435580517863190408e-03,-8.673977482130945660e-04,5.262167328958005513e-02
5.515225410461425781e+00,2.763910293579101562e+00,3.057789802551269531e+00,2.901776134967803955e-01,-7.441292405128479004e-01,1.610089652240276337e-02,-1.462805378631533981e-01,-3.008742910547152339e-04,-2.631083664521767673e+00,2.347484753677958728e-23,4.414323270320874570e-02,-6.516311526298501633e-02,-5.269918702542675248e-03,3.156340337188590084e-03,1.156586150284988346e-02,6.222651662379889009e-02
5.565172195434570312e+00,2.683864593505859375e+00,3.052841901779174805e+00,2.904083430767059326e-01,-7.325693964958190918e-01,2.570573985576629639e-02,-2.354615625386579369e-01,1.964323282714828395e-02,-2.656523241326430362e+00,-2.290396030166917904e-23,-5.808166861534402869e-03,1.465138792991638184e-02,-5.141147971152726370e-04,4.709231250773160404e-03,-3.928646565429794180e-04,5.313046482652861169e-02
5.565172195434570312e+00,2.683864593505859375e+00,3.052841901779174805e+00,2.904083430767059326e-01,-7.325693964958190918e-01,2.570573985576629639e-02,-2.134043935658408997e-01,-2.028418137701642338e-02,-2.656523241387654721e+00,4.156785436167158916e-23,3.394479334354372213e-02,-5.635157227516174316e-02,5.078469812870078925e-03,-2.998642198797307756e-03,9.242966285163634055e-03,5.960805920336344904e-02
5.604925155639648438e+00,2.612861633300781250e+00,3.058434486389160156e+00,2.831416130065917969e-01,-7.237321138381958008e-01,3.218333423137664795e-02,-2.657352289477793450e-01,4.413688060716370112e-03,-2.691254282785588980e+00,4.852124584010804254e-23,-5.662832260131978046e-03,1.447464227676409365e-02,-6.436666846276750675e-04,5.314704578955609104e-03,-8.827376121434138412e-05,5.382508565571177822e-02
5.604925155639648438e+00,2.612861633300781250e+00,3.058434486389160156e+00,2.831416130065917969e-01,-7.237321138381958008e-01,3.218333423137664795e-02,-2.411469599972610178e-01,-4.249113013717451676e-02,-2.691254282940074294e+00,-2.738276905231658917e-23,3.291329383850083445e-02,-5.956219434738141416e-02,1.195079475641236399e-02,-1.338794870899034928e-02,9.977618299002011248e-03,5.679319207764952498e-02
5.643501281738281250e+00,2.538824796676635742e+00,3.071028947830200195e+00,2.649307250976562500e-01,-7.146043181419372559e-01,3.515144065022468567e-02,-2.626500025758340406e-01,-1.523193778550552789e-02,-2.726912421599717806e+00,3.793174278581890160e-23,-5.298614501953125000e-03,1.429208636283885170e-02,-7.030288130045470041e-04,5.253000051516687474e-03,3.046387557100738164e-04,5.453824843199435446e-02
5.643501281738281250e+00,2.538824796676635742e+00,3.071028947830200195e+00,2.649307250976562500e-01,-7.146043181419372559e-01,3.515144065022468567e-02,-2.409063179713825664e-01,-5.911491230095734795e-02,-2.726912422389751622e+00,8.641348558874783820e-24,3.256988525390625000e-02,-5.345312237739552330e-02,1.674611173570150768e-02,-2.081632634118729674e-02,9.621421876542801677e-03,4.950528625967037799e-02
5.681369781494140625e+00,2.471079587936401367e+00,3.088478088378906250e+00,2.392962723970413208e-01,-7.061651945114135742e-01,3.011847846210002899e-02,-2.386999577379329829e-01,-4.503512318204767884e-02,-2.742821315092602852e+00,-7.951799194846118672e-26,-4.785925447940542199e-03,1.412330389022820043e-02,-6.023695692420893977e-04,4.773999154758651331e-03,9.007024636409344254e-04,5.485642630185205704e-02
5.681369781494140625e+00,2.471079587936401367e+00,3.088478088378906250e+00,2.392962723970413208e-01,-7.061651945114135742e-01,3.011847846210002899e-02,-2.197555583885044128e-01,-8.571970804822276468e-02,-2.742821315103619817e+00,-8.397746520084417843e-26,2.877053588628797343e-02,-5.206765413284308863e-02,1.743018124252548873e-02,-3.202262643541747833e-02,9.110138484694885186e-03,4.103650267767607052e-02
5.714926242828369141e+00,2.404888629913330078e+00,3.106510639190673828e+00,2.028785347938537598e-01,-6.987694501876831055e-01,1.629855483770370483e-02,-1.806384220269208474e-01,-7.058185194180713329e-02,-2.727696261937985422e+00,-2.214815367274398635e-26,-4.057570695876755451e-03,1.397538900375350224e-02,-3.259710967542517324e-04,3.612768440538427495e-03,1.411637038836177638e-03,5.455392523875970956e-02
5.714926242828369141e+00,2.404888629913330078e+00,3.106510639190673828e+00,2.028785347938537598e-01,-6.987694501876831055e-01,1.629855483770370483e-02,-1.587491584337862305e-01,-1.208637718588655013e-01,-2.727696261948439727e+00,-1.062507921368853970e-25,2.030356287956269767e-02,-4.788779497146622433e-02,1.140326932072621702e-02,-3.464878330127971195e-02,5.351254471601119000e-03,3.895549709438345110e-02
